District_Name,Season,Area,Production,Crop
EAST JAINTIA HILLS,Whole Year ,5,4,Sugarcane
NORTH GARO HILLS,Whole Year ,18,56,Sugarcane
SOUTH GARO HILLS,Whole Year ,10,37,Sugarcane
SOUTH WEST GARO HILLS,Whole Year ,12,43,Sugarcane
WEST GARO HILLS,Whole Year ,28,99,Sugarcane
WEST JAINTIA HILLS,Whole Year ,6,7,Sugarcane
WEST KHASI HILLS,Whole Year ,10,28,Sugarcane
DIMAPUR,Kharif     ,1140,49630,Sugarcane
KIPHIRE,Kharif     ,160,6960,Sugarcane
KOHIMA,Kharif     ,210,9140,Sugarcane
LONGLENG,Kharif     ,120,5220,Sugarcane
MOKOKCHUNG,Kharif     ,340,14790,Sugarcane
MON,Kharif     ,510,22210,Sugarcane
PEREN,Kharif     ,510,22140,Sugarcane
PHEK,Kharif     ,250,10890,Sugarcane
TUENSANG,Kharif     ,370,16120,Sugarcane
WOKHA,Kharif     ,520,22650,Sugarcane
ZUNHEBOTO,Kharif     ,220,9580,Sugarcane
ANUGUL,Winter     ,43,2100.1,Sugarcane
BALANGIR,Winter     ,291,17531,Sugarcane
BALESHWAR,Winter     ,187,6432.8,Sugarcane
BARGARH,Winter     ,431,36276.4,Sugarcane
BHADRAK,Winter     ,117,5616,Sugarcane
BOUDH,Winter     ,3,174.4,Sugarcane
CUTTACK,Winter     ,956,68709.6,Sugarcane
DEOGARH,Winter     ,11,542.5,Sugarcane
DHENKANAL,Winter     ,241,16773.6,Sugarcane
GAJAPATI,Winter     ,47,2494.1,Sugarcane
GANJAM,Winter     ,773,59009.3,Sugarcane
JAGATSINGHAPUR,Winter     ,375,21981.8,Sugarcane
JAJAPUR,Winter     ,409,18121.2,Sugarcane
JHARSUGUDA,Winter     ,45,2585.5,Sugarcane
KALAHANDI,Winter     ,53,2599.7,Sugarcane
KENDRAPARA,Winter     ,53,2321.4,Sugarcane
KENDUJHAR,Winter     ,58,4570.4,Sugarcane
KHORDHA,Winter     ,92,5927.7,Sugarcane
KORAPUT,Winter     ,3362,300606.5,Sugarcane
MAYURBHANJ,Winter     ,10,644,Sugarcane
NABARANGPUR,Winter     ,1304,66895.2,Sugarcane
NAYAGARH,Winter     ,1040,71794.3,Sugarcane
PURI,Winter     ,64,3425.3,Sugarcane
RAYAGADA,Winter     ,10,468,Sugarcane
SAMBALPUR,Winter     ,6,216.6,Sugarcane
SONEPUR,Winter     ,55,4043.6,Sugarcane
SUNDARGARH,Winter     ,11,1029.6,Sugarcane
PONDICHERRY,Kharif     ,1921,316965,Sugarcane
AMRITSAR,Whole Year ,4000,301000,Sugarcane
BARNALA,Whole Year ,1000,87000,Sugarcane
FATEHGARH SAHIB,Whole Year ,3000,264000,Sugarcane
FIROZEPUR,Whole Year ,2000,150000,Sugarcane
GURDASPUR,Whole Year ,24000,1840000,Sugarcane
HOSHIARPUR,Whole Year ,22000,1515000,Sugarcane
JALANDHAR,Whole Year ,11000,825000,Sugarcane
KAPURTHALA,Whole Year ,4000,312000,Sugarcane
LUDHIANA,Whole Year ,3000,258000,Sugarcane
NAWANSHAHR,Whole Year ,6000,395000,Sugarcane
PATHANKOT,Whole Year ,4000,253000,Sugarcane
PATIALA,Whole Year ,3000,272000,Sugarcane
RUPNAGAR,Whole Year ,3000,238000,Sugarcane
S.A.S NAGAR,Whole Year ,1000,64000,Sugarcane
SANGRUR,Whole Year ,3000,265000,Sugarcane
ADILABAD,Kharif     ,3,263,Sugarcane
KARIMNAGAR,Kharif     ,2046,165728,Sugarcane
KHAMMAM,Kharif     ,5581,464088,Sugarcane
MAHBUBNAGAR,Kharif     ,1320,109160,Sugarcane
MEDAK,Kharif     ,22076,1997436,Sugarcane
NALGONDA,Kharif     ,743,61839,Sugarcane
NIZAMABAD,Kharif     ,5429,473572,Sugarcane
RANGAREDDI,Kharif     ,941,70949,Sugarcane
DHALAI,Whole Year ,120,6020,Sugarcane
GOMATI,Whole Year ,61,3095,Sugarcane
KHOWAI,Whole Year ,48,2612,Sugarcane
NORTH TRIPURA,Whole Year ,163,8958,Sugarcane
SEPAHIJALA,Whole Year ,49,2808,Sugarcane
SOUTH TRIPURA,Whole Year ,240,11889,Sugarcane
UNAKOTI,Whole Year ,81,4698,Sugarcane
WEST TRIPURA,Whole Year ,31,1430,Sugarcane
AGRA,Kharif     ,145,6106,Sugarcane
ALIGARH,Kharif     ,6478,387877,Sugarcane
ALLAHABAD,Kharif     ,700,46046,Sugarcane
AMBEDKAR NAGAR,Kharif     ,11458,715575,Sugarcane
AMETHI,Kharif     ,1602,100048,Sugarcane
AMROHA,Kharif     ,75824,5348322,Sugarcane
AURAIYA,Kharif     ,920,53004,Sugarcane
AZAMGARH,Kharif     ,20282,1249533,Sugarcane
BAGHPAT,Kharif     ,77107,5671682,Sugarcane
BAHRAICH,Kharif     ,38237,2205969,Sugarcane
BALLIA,Kharif     ,4096,213254,Sugarcane
BALRAMPUR,Kharif     ,43539,2227978,Sugarcane
BANDA,Kharif     ,398,16097,Sugarcane
BARABANKI,Kharif     ,9736,564143,Sugarcane
BAREILLY,Kharif     ,99211,6120128,Sugarcane
BASTI,Kharif     ,36515,2290221,Sugarcane
BIJNOR,Kharif     ,212471,13968693,Sugarcane
BUDAUN,Kharif     ,29629,1748230,Sugarcane
BULANDSHAHR,Kharif     ,48031,3028451,Sugarcane
CHANDAULI,Kharif     ,618,35548,Sugarcane
CHITRAKOOT,Kharif     ,340,13751,Sugarcane
DEORIA,Kharif     ,8996,567792,Sugarcane
ETAH,Kharif     ,353,20262,Sugarcane
ETAWAH,Kharif     ,408,23506,Sugarcane
FAIZABAD,Kharif     ,20004,1328266,Sugarcane
FARRUKHABAD,Kharif     ,7198,436861,Sugarcane
FATEHPUR,Kharif     ,7882,518486,Sugarcane
FIROZABAD,Kharif     ,117,4927,Sugarcane
GAUTAM BUDDHA NAGAR,Kharif     ,1798,131612,Sugarcane
GHAZIABAD,Kharif     ,11136,750076,Sugarcane
GHAZIPUR,Kharif     ,7239,396118,Sugarcane
GONDA,Kharif     ,79442,4088721,Sugarcane
GORAKHPUR,Kharif     ,2948,181208,Sugarcane
HAMIRPUR,Kharif     ,5381,217635,Sugarcane
HAPUR,Kharif     ,35923,2526393,Sugarcane
HARDOI,Kharif     ,37032,2226216,Sugarcane
HATHRAS,Kharif     ,262,15038,Sugarcane
JALAUN,Kharif     ,1344,54341,Sugarcane
JAUNPUR,Kharif     ,9870,565156,Sugarcane
JHANSI,Kharif     ,165,6671,Sugarcane
KANNAUJ,Kharif     ,130,7490,Sugarcane
KANPUR DEHAT,Kharif     ,2304,132740,Sugarcane
KANPUR NAGAR,Kharif     ,2819,140262,Sugarcane
KASGANJ,Kharif     ,7331,404876,Sugarcane
KAUSHAMBI,Kharif     ,1439,94659,Sugarcane
KHERI,Kharif     ,268653,17757963,Sugarcane
KUSHI NAGAR,Kharif     ,70102,4217897,Sugarcane
LALITPUR,Kharif     ,52,2102,Sugarcane
LUCKNOW,Kharif     ,195,12853,Sugarcane
MAHARAJGANJ,Kharif     ,15932,952033,Sugarcane
MAHOBA,Kharif     ,2545,102932,Sugarcane
MAINPURI,Kharif     ,338,14234,Sugarcane
MATHURA,Kharif     ,990,41691,Sugarcane
MAU,Kharif     ,6411,332115,Sugarcane
MEERUT,Kharif     ,121109,9506088,Sugarcane
MIRZAPUR,Kharif     ,1596,104987,Sugarcane
MORADABAD,Kharif     ,44938,2900119,Sugarcane
MUZAFFARNAGAR,Kharif     ,164216,11803189,Sugarcane
PILIBHIT,Kharif     ,93620,6500973,Sugarcane
PRATAPGARH,Kharif     ,846,55651,Sugarcane
RAE BARELI,Kharif     ,2306,125317,Sugarcane
RAMPUR,Kharif     ,28625,1784483,Sugarcane
SAHARANPUR,Kharif     ,124052,8169569,Sugarcane
SAMBHAL,Kharif     ,28914,1833148,Sugarcane
SANT KABEER NAGAR,Kharif     ,3606,226168,Sugarcane
SANT RAVIDAS NAGAR,Kharif     ,1100,72359,Sugarcane
SHAHJAHANPUR,Kharif     ,42195,2850863,Sugarcane
SHAMLI,Kharif     ,62990,4966384,Sugarcane
SHRAVASTI,Kharif     ,7179,379471,Sugarcane
SIDDHARTH NAGAR,Kharif     ,2377,149086,Sugarcane
SITAPUR,Kharif     ,148655,9903396,Sugarcane
SONBHADRA,Kharif     ,219,14406,Sugarcane
SULTANPUR,Kharif     ,10951,648825,Sugarcane
UNNAO,Kharif     ,695,45809,Sugarcane
VARANASI,Kharif     ,3996,252707,Sugarcane
CHAMPAWAT,Kharif     ,9,577,Sugarcane
DEHRADUN,Kharif     ,4707,309721,Sugarcane
HARIDWAR,Kharif     ,72710,4304432,Sugarcane
NAINITAL,Kharif     ,3721,238516,Sugarcane
UDAM SINGH NAGAR,Kharif     ,19590,1255719,Sugarcane
24 PARAGANAS NORTH,Whole Year ,885,82334,Sugarcane
24 PARAGANAS SOUTH,Whole Year ,26,2419,Sugarcane
BANKURA,Whole Year ,5,393,Sugarcane
BARDHAMAN,Whole Year ,1440,113754,Sugarcane
BIRBHUM,Whole Year ,717,60810,Sugarcane
COOCHBEHAR,Whole Year ,455,48692,Sugarcane
DARJEELING,Whole Year ,2,214,Sugarcane
DINAJPUR UTTAR,Whole Year ,425,45481,Sugarcane
HOOGHLY,Whole Year ,830,149289,Sugarcane
HOWRAH,Whole Year ,2,186,Sugarcane
JALPAIGURI,Whole Year ,250,26754,Sugarcane
MALDAH,Whole Year ,1945,208143,Sugarcane
MEDINIPUR WEST,Whole Year ,4390,789614,Sugarcane
MURSHIDABAD,Whole Year ,4278,312958,Sugarcane
NADIA,Whole Year ,1754,248215,Sugarcane
PURULIA,Whole Year ,324,16250,Sugarcane
ANANTAPUR,Kharif     ,5066,1180,Sunflower
ANANTAPUR,Rabi       ,3386,1642,Sunflower
CHITTOOR,Kharif     ,58,29,Sunflower
CHITTOOR,Rabi       ,1310,1104,Sunflower
EAST GODAVARI,Rabi       ,379,365,Sunflower
GUNTUR,Rabi       ,86,83,Sunflower
KADAPA,Kharif     ,1064,549,Sunflower
KADAPA,Rabi       ,14902,10536,Sunflower
KRISHNA,Rabi       ,15,14,Sunflower
KURNOOL,Kharif     ,4184,3397,Sunflower
KURNOOL,Rabi       ,8362,10294,Sunflower
PRAKASAM,Kharif     ,96,116,Sunflower
PRAKASAM,Rabi       ,8090,7710,Sunflower
SPSR NELLORE,Kharif     ,550,666,Sunflower
SPSR NELLORE,Rabi       ,784,835,Sunflower
SRIKAKULAM,Rabi       ,1170,1127,Sunflower
VISAKHAPATANAM,Kharif     ,10,12,Sunflower
VISAKHAPATANAM,Rabi       ,186,179,Sunflower
VIZIANAGARAM,Rabi       ,6,6,Sunflower
WEST GODAVARI,Rabi       ,335,323,Sunflower
ARARIA,Rabi       ,264,337,Sunflower
BEGUSARAI,Rabi       ,71,102,Sunflower
BHAGALPUR,Rabi       ,260,378,Sunflower
BUXAR,Rabi       ,1,1,Sunflower
DARBHANGA,Rabi       ,10,15,Sunflower
GAYA,Rabi       ,471,682,Sunflower
JEHANABAD,Rabi       ,3,4,Sunflower
KATIHAR,Rabi       ,964,1401,Sunflower
KHAGARIA,Rabi       ,956,1390,Sunflower
MADHEPURA,Rabi       ,3683,5251,Sunflower
MUZAFFARPUR,Rabi       ,6,9,Sunflower
NALANDA,Rabi       ,55,77,Sunflower
NAWADA,Rabi       ,5,7,Sunflower
PASHCHIM CHAMPARAN,Rabi       ,19,28,Sunflower
PATNA,Rabi       ,19,28,Sunflower
PURBI CHAMPARAN,Rabi       ,28,40,Sunflower
PURNIA,Rabi       ,1627,2366,Sunflower
SAHARSA,Rabi       ,68,97,Sunflower
SAMASTIPUR,Rabi       ,571,854,Sunflower
SARAN,Rabi       ,55,68,Sunflower
SHEOHAR,Rabi       ,62,90,Sunflower
SUPAUL,Rabi       ,2444,3413,Sunflower
VAISHALI,Rabi       ,3,4,Sunflower
BALOD,Kharif     ,61,30,Sunflower
BALODA BAZAR,Kharif     ,38,14,Sunflower
BEMETARA,Kharif     ,104,51,Sunflower
BILASPUR,Kharif     ,13,6,Sunflower
DANTEWADA,Kharif     ,9,2,Sunflower
DHAMTARI,Kharif     ,18,5,Sunflower
DURG,Kharif     ,10,1,Sunflower
GARIYABAND,Kharif     ,3,1,Sunflower
JANJGIR-CHAMPA,Kharif     ,341,161,Sunflower
KANKER,Kharif     ,21,8,Sunflower
KONDAGAON,Kharif     ,6,1,Sunflower
KORBA,Kharif     ,3,1,Sunflower
MAHASAMUND,Kharif     ,488,294,Sunflower
RAIGARH,Kharif     ,1670,381,Sunflower
RAIPUR,Kharif     ,36,13,Sunflower
RAJNANDGAON,Kharif     ,30,21,Sunflower
SUKMA,Kharif     ,5,2,Sunflower
SURAJPUR,Kharif     ,3,1,Sunflower
SURGUJA,Kharif     ,24,8,Sunflower
BAGALKOT,Kharif     ,13020,8151,Sunflower
BAGALKOT,Rabi       ,26474,16599,Sunflower
BAGALKOT,Summer     ,1915,1939,Sunflower
BANGALORE RURAL,Kharif     ,18,10,Sunflower
BANGALORE RURAL,Rabi       ,1,1,Sunflower
BANGALORE RURAL,Summer     ,1,1,Sunflower
BELGAUM,Kharif     ,6253,4295,Sunflower
BELGAUM,Rabi       ,8150,4963,Sunflower
BELGAUM,Summer     ,1047,764,Sunflower
BELLARY,Kharif     ,10633,6495,Sunflower
BELLARY,Rabi       ,13580,8063,Sunflower
BELLARY,Summer     ,1776,1255,Sunflower
BENGALURU URBAN,Kharif     ,4,2,Sunflower
BIDAR,Kharif     ,1014,412,Sunflower
BIDAR,Rabi       ,960,378,Sunflower
BIDAR,Summer     ,10,9,Sunflower
BIJAPUR,Kharif     ,30515,15132,Sunflower
BIJAPUR,Rabi       ,27262,11240,Sunflower
BIJAPUR,Summer     ,1183,691,Sunflower
CHAMARAJANAGAR,Kharif     ,9141,2223,Sunflower
CHAMARAJANAGAR,Rabi       ,1,1,Sunflower
CHIKBALLAPUR,Kharif     ,5,3,Sunflower
CHIKBALLAPUR,Rabi       ,30,36,Sunflower
CHIKBALLAPUR,Summer     ,41,62,Sunflower
CHIKMAGALUR,Kharif     ,3240,1468,Sunflower
CHIKMAGALUR,Rabi       ,9,4,Sunflower
CHITRADURGA,Kharif     ,12272,6307,Sunflower
CHITRADURGA,Rabi       ,2361,1305,Sunflower
CHITRADURGA,Summer     ,341,318,Sunflower
DAVANGERE,Kharif     ,1204,808,Sunflower
DAVANGERE,Rabi       ,2137,2109,Sunflower
DAVANGERE,Summer     ,1440,1637,Sunflower
DHARWAD,Kharif     ,14,8,Sunflower
DHARWAD,Rabi       ,3187,1399,Sunflower
GADAG,Kharif     ,7622,4330,Sunflower
GADAG,Rabi       ,33608,17209,Sunflower
GADAG,Summer     ,795,801,Sunflower
GULBARGA,Kharif     ,21910,12822,Sunflower
GULBARGA,Rabi       ,20278,10692,Sunflower
GULBARGA,Summer     ,257,192,Sunflower
HASSAN,Kharif     ,908,691,Sunflower
HAVERI,Kharif     ,89,14,Sunflower
HAVERI,Rabi       ,3095,2511,Sunflower
HAVERI,Summer     ,1417,1229,Sunflower
KOPPAL,Kharif     ,16994,12286,Sunflower
KOPPAL,Rabi       ,26542,19516,Sunflower
KOPPAL,Summer     ,5353,5075,Sunflower
MANDYA,Kharif     ,12,7,Sunflower
MYSORE,Kharif     ,696,827,Sunflower
RAICHUR,Kharif     ,13318,6048,Sunflower
RAICHUR,Rabi       ,16293,8157,Sunflower
RAICHUR,Summer     ,850,649,Sunflower
RAMANAGARA,Kharif     ,2,1,Sunflower
SHIMOGA,Kharif     ,13,7,Sunflower
SHIMOGA,Rabi       ,559,1177,Sunflower
TUMKUR,Kharif     ,1467,1045,Sunflower
TUMKUR,Summer     ,7,6,Sunflower
UTTAR KANNAD,Rabi       ,47,27,Sunflower
UTTAR KANNAD,Summer     ,2,2,Sunflower
YADGIR,Kharif     ,4215,2114,Sunflower
YADGIR,Rabi       ,299,136,Sunflower
YADGIR,Summer     ,14,5,Sunflower
AHMEDNAGAR,Kharif     ,800,400,Sunflower
AHMEDNAGAR,Rabi       ,100,155411,Sunflower
AKOLA,Rabi       ,100,155411,Sunflower
AMRAVATI,Kharif     ,100,155411,Sunflower
AMRAVATI,Rabi       ,100,155411,Sunflower
AURANGABAD,Kharif     ,100,155411,Sunflower
BEED,Kharif     ,1700,600,Sunflower
BEED,Rabi       ,500,100,Sunflower
BULDHANA,Kharif     ,100,155411,Sunflower
JALNA,Kharif     ,100,155411,Sunflower
KOLHAPUR,Rabi       ,100,155411,Sunflower
KOLHAPUR,Summer     ,1100,1600,Sunflower
LATUR,Kharif     ,3400,700,Sunflower
LATUR,Rabi       ,4000,1300,Sunflower
NAGPUR,Rabi       ,8200,2600,Sunflower
NANDED,Kharif     ,1300,300,Sunflower
NANDURBAR,Summer     ,100,100,Sunflower
NASHIK,Kharif     ,100,155411,Sunflower
OSMANABAD,Kharif     ,14300,3500,Sunflower
OSMANABAD,Rabi       ,15800,4900,Sunflower
OSMANABAD,Summer     ,500,200,Sunflower
PALGHAR,Rabi       ,1200,800,Sunflower
PARBHANI,Kharif     ,1200,200,Sunflower
PARBHANI,Summer     ,200,100,Sunflower
PUNE,Kharif     ,600,300,Sunflower
PUNE,Rabi       ,300,200,Sunflower
SANGLI,Kharif     ,2900,1400,Sunflower
SANGLI,Rabi       ,1300,800,Sunflower
SATARA,Kharif     ,1100,500,Sunflower
SATARA,Rabi       ,200,100,Sunflower
SOLAPUR,Kharif     ,4500,2100,Sunflower
SOLAPUR,Rabi       ,16000,9900,Sunflower
DIMAPUR,Rabi       ,680,410,Sunflower
KIPHIRE,Kharif     ,30,20,Sunflower
KOHIMA,Kharif     ,70,60,Sunflower
LONGLENG,Kharif     ,30,20,Sunflower
MOKOKCHUNG,Rabi       ,350,260,Sunflower
MON,Kharif     ,30,20,Sunflower
PEREN,Rabi       ,430,230,Sunflower
PHEK,Rabi       ,290,180,Sunflower
TUENSANG,Kharif     ,70,60,Sunflower
WOKHA,Rabi       ,340,200,Sunflower
ZUNHEBOTO,Kharif     ,70,60,Sunflower
ADILABAD,Rabi       ,530,494,Sunflower
KARIMNAGAR,Rabi       ,542,810,Sunflower
KHAMMAM,Rabi       ,68,97,Sunflower
MAHBUBNAGAR,Kharif     ,1244,1268,Sunflower
MAHBUBNAGAR,Rabi       ,1597,1131,Sunflower
MEDAK,Kharif     ,102,104,Sunflower
MEDAK,Rabi       ,7144,12445,Sunflower
NALGONDA,Rabi       ,56,80,Sunflower
NIZAMABAD,Rabi       ,6827,8875,Sunflower
RANGAREDDI,Kharif     ,23,23,Sunflower
RANGAREDDI,Rabi       ,217,310,Sunflower
WARANGAL,Rabi       ,21,30,Sunflower
ALIGARH,Summer     ,50,86,Sunflower
AMETHI,Summer     ,12,21,Sunflower
AZAMGARH,Summer     ,26,44,Sunflower
BAHRAICH,Summer     ,12,20,Sunflower
BALLIA,Summer     ,60,103,Sunflower
BALRAMPUR,Summer     ,19,33,Sunflower
BARABANKI,Summer     ,30,51,Sunflower
BAREILLY,Summer     ,1,2,Sunflower
ETAWAH,Summer     ,17,28,Sunflower
FATEHPUR,Summer     ,37,63,Sunflower
FIROZABAD,Summer     ,314,537,Sunflower
GHAZIPUR,Summer     ,30,52,Sunflower
GONDA,Summer     ,9,15,Sunflower
HATHRAS,Summer     ,3,5,Sunflower
JALAUN,Summer     ,2,3,Sunflower
JAUNPUR,Summer     ,13,22,Sunflower
JHANSI,Summer     ,148,253,Sunflower
KANNAUJ,Summer     ,926,1496,Sunflower
KANPUR NAGAR,Summer     ,148,239,Sunflower
KASGANJ,Summer     ,1,1,Sunflower
KHERI,Summer     ,142,297,Sunflower
KUSHI NAGAR,Summer     ,1,2,Sunflower
LALITPUR,Summer     ,5,9,Sunflower
MAHARAJGANJ,Summer     ,16,27,Sunflower
MAINPURI,Summer     ,169,289,Sunflower
MAU,Summer     ,19,33,Sunflower
PILIBHIT,Summer     ,155,265,Sunflower
RAE BARELI,Summer     ,2,4,Sunflower
RAMPUR,Summer     ,12,9,Sunflower
SITAPUR,Summer     ,1,2,Sunflower
SULTANPUR,Summer     ,6,10,Sunflower
UNNAO,Summer     ,158,331,Sunflower
DEHRADUN,Whole Year ,1,1,Sunflower
PAURI GARHWAL,Whole Year ,17,16,Sunflower
UDAM SINGH NAGAR,Whole Year ,19,23,Sunflower
UTTAR KASHI,Whole Year ,3,3,Sunflower
24 PARAGANAS NORTH,Kharif     ,350,403,Sunflower
24 PARAGANAS SOUTH,Kharif     ,4723,5894,Sunflower
BANKURA,Kharif     ,511,814,Sunflower
BARDHAMAN,Kharif     ,78,114,Sunflower
BIRBHUM,Kharif     ,61,58,Sunflower
DARJEELING,Kharif     ,6,7,Sunflower
DINAJPUR DAKSHIN,Kharif     ,22,22,Sunflower
DINAJPUR UTTAR,Kharif     ,18,20,Sunflower
HOOGHLY,Kharif     ,35,57,Sunflower
HOWRAH,Kharif     ,176,199,Sunflower
JALPAIGURI,Kharif     ,76,96,Sunflower
MEDINIPUR EAST,Kharif     ,356,635,Sunflower
MEDINIPUR WEST,Kharif     ,372,567,Sunflower
MURSHIDABAD,Kharif     ,69,74,Sunflower
PURULIA,Kharif     ,46,42,Sunflower
ANANTAPUR,Kharif     ,188,249,Urad
ANANTAPUR,Rabi       ,42,61,Urad
CHITTOOR,Kharif     ,383,508,Urad
CHITTOOR,Rabi       ,1749,2520,Urad
EAST GODAVARI,Kharif     ,2605,2670,Urad
EAST GODAVARI,Rabi       ,18500,7641,Urad
GUNTUR,Kharif     ,1057,1517,Urad
GUNTUR,Rabi       ,30401,31799,Urad
KADAPA,Kharif     ,504,668,Urad
KADAPA,Rabi       ,5874,3994,Urad
KRISHNA,Kharif     ,841,775,Urad
KRISHNA,Rabi       ,124853,145703,Urad
KURNOOL,Kharif     ,2383,3160,Urad
KURNOOL,Rabi       ,8785,17131,Urad
PRAKASAM,Kharif     ,3498,3585,Urad
PRAKASAM,Rabi       ,16354,14293,Urad
SPSR NELLORE,Kharif     ,2936,3009,Urad
SPSR NELLORE,Rabi       ,17792,14429,Urad
SRIKAKULAM,Kharif     ,465,477,Urad
SRIKAKULAM,Rabi       ,42634,22084,Urad
VISAKHAPATANAM,Kharif     ,959,636,Urad
VISAKHAPATANAM,Rabi       ,6257,3322,Urad
VIZIANAGARAM,Kharif     ,510,523,Urad
VIZIANAGARAM,Rabi       ,17755,9890,Urad
WEST GODAVARI,Kharif     ,3095,3172,Urad
WEST GODAVARI,Rabi       ,5418,4833,Urad
BAKSA,Rabi       ,1828,1151,Urad
BARPETA,Rabi       ,5412,3969,Urad
BONGAIGAON,Rabi       ,2090,1252,Urad
CACHAR,Rabi       ,917,595,Urad
CHIRANG,Rabi       ,771,326,Urad
DARRANG,Rabi       ,2119,1127,Urad
DHEMAJI,Rabi       ,1102,714,Urad
DHUBRI,Rabi       ,6592,5247,Urad
DIBRUGARH,Rabi       ,521,338,Urad
DIMA HASAO,Rabi       ,397,257,Urad
GOALPARA,Rabi       ,3083,1239,Urad
GOLAGHAT,Rabi       ,1159,695,Urad
HAILAKANDI,Rabi       ,600,389,Urad
JORHAT,Rabi       ,5005,1739,Urad
KAMRUP,Rabi       ,968,478,Urad
KAMRUP METRO,Rabi       ,229,148,Urad
KARBI ANGLONG,Rabi       ,1221,792,Urad
KARIMGANJ,Rabi       ,59,38,Urad
KOKRAJHAR,Rabi       ,2301,1601,Urad
LAKHIMPUR,Rabi       ,2910,2213,Urad
MARIGAON,Rabi       ,670,423,Urad
NAGAON,Rabi       ,2904,1646,Urad
NALBARI,Rabi       ,517,346,Urad
SIVASAGAR,Rabi       ,458,296,Urad
SONITPUR,Rabi       ,5032,4056,Urad
TINSUKIA,Rabi       ,2033,1318,Urad
UDALGURI,Rabi       ,1932,1844,Urad
ARARIA,Kharif     ,159,145,Urad
ARWAL,Kharif     ,18,16,Urad
BEGUSARAI,Kharif     ,885,808,Urad
BHAGALPUR,Kharif     ,2177,1990,Urad
BHOJPUR,Kharif     ,76,69,Urad
DARBHANGA,Kharif     ,34,31,Urad
GAYA,Kharif     ,872,796,Urad
GOPALGANJ,Kharif     ,110,100,Urad
JEHANABAD,Kharif     ,1,1,Urad
KAIMUR (BHABUA),Kharif     ,6,5,Urad
KATIHAR,Kharif     ,3028,2771,Urad
KHAGARIA,Kharif     ,2590,2368,Urad
KISHANGANJ,Kharif     ,115,105,Urad
LAKHISARAI,Kharif     ,2040,1852,Urad
MADHEPURA,Kharif     ,413,378,Urad
MADHUBANI,Kharif     ,665,607,Urad
MUZAFFARPUR,Kharif     ,90,82,Urad
NALANDA,Kharif     ,2,2,Urad
NAWADA,Kharif     ,153,139,Urad
PASHCHIM CHAMPARAN,Kharif     ,160,146,Urad
PURBI CHAMPARAN,Kharif     ,3,3,Urad
PURNIA,Kharif     ,122,112,Urad
SAMASTIPUR,Kharif     ,719,657,Urad
SARAN,Kharif     ,92,84,Urad
SIWAN,Kharif     ,133,121,Urad
SUPAUL,Kharif     ,830,756,Urad
VAISHALI,Kharif     ,232,211,Urad
BALOD,Kharif     ,1324,348,Urad
BALOD,Rabi       ,948,229,Urad
BALODA BAZAR,Kharif     ,1688,740,Urad
BALODA BAZAR,Rabi       ,7,3,Urad
BALRAMPUR,Kharif     ,4876,1507,Urad
BASTAR,Kharif     ,1763,746,Urad
BASTAR,Rabi       ,2,1,Urad
BEMETARA,Kharif     ,344,88,Urad
BEMETARA,Rabi       ,47,9,Urad
BIJAPUR,Kharif     ,321,136,Urad
BIJAPUR,Rabi       ,171,60,Urad
BILASPUR,Kharif     ,1545,400,Urad
BILASPUR,Rabi       ,81,21,Urad
DANTEWADA,Kharif     ,662,271,Urad
DANTEWADA,Rabi       ,9,3,Urad
DHAMTARI,Kharif     ,511,222,Urad
DHAMTARI,Rabi       ,237,65,Urad
DURG,Kharif     ,63,21,Urad
DURG,Rabi       ,200,49,Urad
GARIYABAND,Kharif     ,1839,576,Urad
GARIYABAND,Rabi       ,186,43,Urad
JANJGIR-CHAMPA,Kharif     ,1403,334,Urad
JANJGIR-CHAMPA,Rabi       ,86,21,Urad
JASHPUR,Kharif     ,11489,3934,Urad
KABIRDHAM,Kharif     ,1710,618,Urad
KABIRDHAM,Rabi       ,33,10,Urad
KANKER,Kharif     ,5414,1656,Urad
KANKER,Rabi       ,77,18,Urad
KONDAGAON,Kharif     ,7407,3132,Urad
KORBA,Kharif     ,4593,1096,Urad
KORBA,Rabi       ,4,1,Urad
KOREA,Kharif     ,4287,1325,Urad
MAHASAMUND,Kharif     ,9869,2640,Urad
MAHASAMUND,Rabi       ,27,6,Urad
MUNGELI,Kharif     ,84,21,Urad
MUNGELI,Rabi       ,34,8,Urad
NARAYANPUR,Kharif     ,1425,390,Urad
RAIGARH,Kharif     ,16710,4188,Urad
RAIGARH,Rabi       ,208,41,Urad
RAIPUR,Kharif     ,216,95,Urad
RAIPUR,Rabi       ,375,122,Urad
RAJNANDGAON,Kharif     ,2617,1024,Urad
RAJNANDGAON,Rabi       ,492,142,Urad
SUKMA,Kharif     ,585,247,Urad
SUKMA,Rabi       ,30,11,Urad
SURAJPUR,Kharif     ,5688,2004,Urad
SURAJPUR,Rabi       ,2,155411,Urad
SURGUJA,Kharif     ,4180,1474,Urad
ANANTNAG,Kharif     ,4,0.1,Urad
DODA,Kharif     ,867,115.9,Urad
JAMMU,Kharif     ,2491,1101.1,Urad
KATHUA,Kharif     ,3681,1107.9,Urad
KISHTWAR,Kharif     ,675,287.3,Urad
KULGAM,Kharif     ,111,3.8,Urad
RAJAURI,Kharif     ,111,55.3,Urad
REASI,Kharif     ,185,94.1,Urad
SAMBA,Kharif     ,3768,1126,Urad
UDHAMPUR,Kharif     ,1170,429.6,Urad
